TUCASEID,TULINENO,TEAGE,TERRP,TESEX,TXAGE,TXRRP,TXSEX
20170101170002,1,34,18,2,0,0,0
20170101170002,2,15,22,2,0,0,0
20170101170012,1,28,18,2,0,0,0
20170101170012,2,29,20,1,0,0,0
20170101170012,3,9,22,2,0,0,0
20170101170012,4,7,22,1,0,0,0
20170101170027,1,15,18,1,0,0,0
20170101170027,2,16,28,1,0,0,0
20170101170030,1,46,19,1,0,0,0
20170101170033,1,85,19,1,60,0,0
20170101170033,2,55,25,1,0,0,0
20170101170079,1,60,18,1,0,0,0
20170101170079,2,58,20,2,0,0,0
20170101170090,1,44,18,1,0,0,0
20170101170090,2,38,20,2,0,0,0
20170101170090,3,17,22,1,0,0,0
20170101170090,4,20,22,2,0,0,0
20170101170149,1,49,18,2,0,0,0
20170101170149,2,14,22,1,0,0,0
20170101170149,3,8,22,2,0,0,0
20170101170520,1,63,18,1,0,0,0
20170101170520,2,61,20,2,0,0,0
20170101170521,1,70,19,2,0,0,0
20170101170522,1,44,18,2,0,0,0
20170101170522,2,19,22,1,0,0,0
20170101170539,1,17,18,2,0,0,0
20170101170539,2,41,26,1,0,0,0
20170101170539,3,40,26,2,0,0,0
20170101170539,4,20,26,2,0,0,0
20170101170539,5,18,20,1,0,0,0
20170101170539,6,14,26,2,0,0,0
20170101170539,7,1,22,2,0,0,0
20170101170551,1,79,18,1,0,0,0
20170101170551,2,80,20,2,0,0,0
20170101170552,1,61,18,1,0,0,0
20170101170552,2,63,20,2,0,0,0
20170101170552,3,34,22,2,0,0,0
20170101170552,4,32,22,2,0,0,0
20170101170552,5,6,23,1,0,0,0
20170101170552,6,4,23,1,0,0,0
20170101170572,1,50,18,2,0,0,0
20170101170572,2,51,20,1,0,0,0
20170101170574,1,64,18,2,0,0,0
20170101170574,2,69,20,1,0,0,0
20170101170578,1,22,19,2,0,0,0
20170101170595,1,46,18,1,0,0,0
20170101170595,2,44,20,2,0,0,0
20170101170595,3,12,22,2,0,0,0
20170101170596,1,52,18,1,0,0,0
20170101170596,2,43,20,2,0,0,0
20170101170596,3,6,22,2,0,0,0
20170101170596,4,3,22,1,0,0,0
20170101170598,1,47,18,2,0,0,0
20170101170598,2,53,20,1,0,0,0
20170101170598,3,29,22,1,0,0,0
20170101170598,4,20,22,1,0,0,0
20170101170598,5,10,22,1,0,0,0
20170101170612,1,63,19,1,0,0,0
20170101170615,1,50,19,2,0,0,0
20170101170639,1,85,19,2,60,0,0
20170101170651,1,38,18,2,0,0,0
20170101170651,2,39,20,1,0,0,0
20170101170651,3,8,22,2,0,0,0
20170101170651,4,1,22,1,0,0,0
20170101170668,1,64,18,2,0,0,0
20170101170668,2,68,20,1,0,0,0
20170101170668,3,59,25,2,0,0,0
20170101170687,1,58,19,2,0,0,0
20170101170688,1,51,18,2,0,0,0
20170101170688,2,53,20,1,0,0,0
20170101170710,1,73,19,2,0,0,0
20170101170710,2,80,21,2,0,0,0
20170101170714,1,33,18,2,0,0,0
20170101170714,2,39,20,1,0,0,0
20170101170714,3,3,22,2,0,0,0
20170101170714,4,1,22,2,0,0,0
20170101170726,1,59,18,1,0,0,0
20170101170726,2,60,20,2,0,0,0
20170101170726,3,18,22,1,0,0,0
20170101170789,1,85,19,2,60,0,0
20170101170793,1,22,19,2,0,0,0
20170101170793,2,24,21,1,0,0,0
20170101170795,1,42,18,2,0,0,0
20170101170795,2,41,20,1,0,0,0
20170101170799,1,46,18,2,0,0,0
20170101170799,2,47,20,1,0,0,0
20170101170801,1,66,19,1,0,0,0
20170101170805,1,74,18,2,0,0,0
20170101170805,2,73,20,1,0,0,0
20170101170806,1,51,18,1,0,0,0
20170101170806,2,57,20,2,0,0,0
20170101170819,1,64,18,2,0,0,0
20170101170819,2,58,20,1,0,0,0
20170101170819,3,20,22,2,0,0,0
20170101170819,4,13,22,1,0,0,0
20170101170830,1,29,18,1,0,0,0
20170101170830,2,31,20,2,0,0,0
20170101170830,3,0,22,1,0,0,0
20170101170833,1,75,18,1,0,0,0
20170101170833,2,70,20,2,0,0,0
20170101170834,1,56,18,2,0,0,0
20170101170834,2,14,22,1,0,0,0
20170101170836,1,68,18,1,0,0,0
20170101170836,2,67,20,2,0,0,0
20170101170842,1,52,18,2,0,0,0
20170101170842,2,52,20,1,0,0,0
20170101170842,3,17,22,1,0,0,0
20170101170848,1,73,18,2,0,0,0
20170101170848,2,14,23,2,0,0,0
20170101170855,1,38,18,2,0,0,0
20170101170855,2,39,20,1,0,0,0
20170101170855,3,4,22,2,0,0,0
20170101170866,1,85,19,2,60,0,0
20170101170877,1,17,18,2,0,0,0
20170101170877,2,47,24,1,0,0,0
20170101170877,3,48,24,2,0,0,0
20170101170877,5,14,25,2,0,0,0
20170101170887,1,62,18,2,0,0,0
20170101170887,2,85,24,2,60,0,0
20170101170902,1,41,18,2,0,0,0
20170101170902,2,64,26,2,0,0,0
20170101170902,3,45,20,1,0,0,0
20170101170902,4,70,26,1,0,0,0
20170101170902,5,17,22,2,0,0,0
20170101170920,1,73,18,1,0,0,0
20170101170920,2,74,20,2,0,0,0
20170101170920,3,17,23,2,0,0,0
20170101170920,4,18,23,2,0,0,0
20170101170920,5,10,23,1,0,0,0
20170101170920,6,7,23,1,0,0,0
20170101170920,7,7,23,2,0,0,0
20170101170920,8,2,23,2,0,0,0
20170101170920,9,1,23,1,0,0,0
20170101170920,10,1,23,1,0,0,0
20170101170921,1,44,18,1,0,0,0
20170101170921,2,52,20,2,0,0,0
20170101170924,1,34,19,1,0,0,0
20170101170928,1,59,18,2,0,0,0
20170101170928,2,29,22,1,0,0,0
20170101170933,1,55,18,2,0,0,0
20170101170933,2,43,26,1,0,0,0
20170101170933,3,37,22,2,0,0,0
20170101170933,4,8,23,2,0,0,0
20170101170933,5,14,23,1,0,0,0
20170101170951,1,63,19,1,0,0,0
20170101170952,1,20,18,1,0,0,0
20170101170952,2,48,24,2,0,0,0
20170101170952,3,43,24,1,0,0,0
20170101170970,1,43,18,1,0,0,0
20170101170970,2,44,20,2,0,0,0
20170101170970,3,10,22,2,0,0,0
20170101170970,4,10,22,2,0,0,0
20170101170977,1,26,18,2,0,0,0
20170101170977,2,28,20,1,0,0,0
20170101170977,3,3,22,1,0,0,0
20170101170980,1,57,18,2,0,0,0
20170101170980,2,80,24,2,0,0,0
20170101170982,1,60,19,1,0,0,0
20170101170984,1,53,18,2,0,0,0
20170101170984,2,65,28,1,0,0,0
20170101170989,1,51,19,2,0,0,0
20170101171004,1,71,18,2,0,0,0
20170101171004,2,71,20,1,0,0,0
20170101171021,1,15,18,2,0,0,0
20170101171021,2,52,24,1,0,0,0
20170101171021,3,53,24,2,0,0,0
20170101171021,4,17,25,2,0,0,0
20170101171037,1,64,19,2,0,0,0
20170101171049,1,75,18,1,0,0,0
20170101171049,2,72,20,2,0,0,0
20170101171053,1,69,19,2,0,0,0
20170101171075,1,66,18,1,0,0,0
20170101171075,2,65,20,2,0,0,0
20170101171085,1,66,18,2,0,0,0
20170101171085,2,65,20,1,0,0,0
20170101171089,1,69,19,2,0,0,0
20170101171089,2,70,21,1,0,0,0
20170101171093,1,40,18,2,0,0,0
20170101171093,2,41,20,1,0,0,0
20170101171093,3,19,22,2,0,0,0
20170101171093,4,14,22,1,0,0,0
20170101171093,5,10,22,1,0,0,0
20170101171093,6,7,22,2,0,0,0
20170101171093,7,4,22,1,0,0,0
20170101171101,1,70,19,2,0,0,0
20170101171125,1,56,18,2,0,0,0
20170101171125,2,64,20,1,0,0,0
20170101171125,3,13,22,1,0,0,0
20170101171149,1,65,18,2,0,0,0
20170101171149,2,67,20,1,0,0,0
20170101171150,1,64,19,2,0,0,0
20170101171151,1,29,18,2,0,0,0
20170101171151,2,24,21,1,0,0,0
20170101171151,3,8,22,1,0,0,0
20170101171151,4,3,22,1,0,0,0
20170101171151,5,0,22,2,0,0,0
20170101171174,1,58,18,2,0,0,0
20170101171174,2,54,20,1,0,0,0
20170101171196,1,68,19,2,0,0,0
20170101171199,1,69,18,1,0,0,0
20170101171199,2,66,20,2,0,0,0
20170101171212,1,65,18,2,0,0,0
20170101171212,2,64,20,1,0,0,0
20170101171213,1,45,18,2,0,0,0
20170101171213,2,43,20,1,0,0,0
20170101171213,3,14,22,1,0,0,0
20170101171213,4,11,22,1,0,0,0
20170101171233,1,40,19,2,0,0,0
20170101171234,1,80,19,2,0,0,0
20170101171261,1,59,19,1,0,0,0
20170101171280,1,40,18,2,0,0,0
20170101171280,2,20,22,1,0,0,0
20170101171280,3,18,30,2,0,0,0
20170101171305,1,73,19,2,0,0,0
20170101171322,1,85,19,2,60,0,0
20170101171336,1,32,18,1,0,0,0
20170101171336,2,27,20,2,0,0,0
20170101171338,1,66,18,2,0,0,0
20170101171338,2,85,24,2,60,0,0
