"","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","m13","m14","m15","m16","m17","m18"
"","0.05711","0.03509","0.20714","0.73835","0.31314","0.51869","0.27586","0.17384","0.95202","0.72755","0.38443","0.38922","0.19992","0.77007","0.98610","0.69621","0.22789","0.13236"
"0.black","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1.black","-0.02355","0.02263","-0.62731***","-3.19733***","-1.86701***","-1.00895***","-0.39392**","0.07255","2.71811***","3.71649***","0.21149","0.88075**","-1.03660***","-1.05402***","1.10746**","-0.10747","1.16677***","0.37566***"
"","0.03311","0.01914","0.10365","0.26637","0.14318","0.16548","0.12153","0.06995","0.34850","0.33094","0.17423","0.27426","0.11792","0.24389","0.37480","0.27827","0.11998","0.06721"
"age","0.00239","0.02352*","0.14990*","0.60701*","0.49866***","0.17627","-0.10867","0.04075","0.31369","0.87653**","-0.32248*","0.33659*","-0.37455***","-0.20240","-1.09652**","-1.07847***","-0.19471*","0.02399"
"","0.01734","0.01166","0.07599","0.27085","0.11003","0.20315","0.10351","0.06179","0.36342","0.29747","0.14641","0.13103","0.07975","0.31811","0.37859","0.27211","0.08351","0.04286"
"age_sq","-0.00005","-0.00033*","-0.00148","-0.00463","-0.00422**","-0.00155","0.00156","-0.00042","-0.00382","-0.00816*","0.00269","-0.00534**","0.00441***","0.00259","0.01031*","0.00946**","0.00266*","0.00012"
"","0.00021","0.00014","0.00095","0.00342","0.00138","0.00256","0.00130","0.00078","0.00459","0.00375","0.00183","0.00165","0.00099","0.00400","0.00476","0.00343","0.00105","0.00054"
"0.educ1","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1.educ1","0.03222","-0.21364**","-2.03019***","-0.34419","0.11117","0.03085","-0.54623","0.06002","0.69245","3.99204*","0.36503","0.90170","-1.53892***","-3.02739","1.86335","2.92298*","0.01330","0.68857**"
"","0.08677","0.07391","0.47227","1.61296","0.65087","1.17165","0.60299","0.35874","2.00183","1.75224","0.82588","0.78479","0.41650","1.78036","2.07821","1.47838","0.47097","0.23050"
"0.educ2","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1.educ2","-0.05625","-0.08834**","-0.78529***","0.97792","0.82233**","0.24062","-0.34710","0.26206*","1.78180*","5.20924***","0.06039","0.71039*","-1.31232***","-2.88591***","-1.82983*","-0.87336","-0.54847**","0.37461***"
"","0.03404","0.03093","0.16204","0.55642","0.26917","0.40599","0.22864","0.11859","0.80074","0.60997","0.30398","0.29280","0.16153","0.62654","0.77076","0.54994","0.17341","0.08656"
"0.educ3","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1.educ3","-0.02482","-0.06851","-0.56020***","0.78917","0.31578","0.11749","0.09347","0.26243*","-0.48154","2.25264***","0.22004","-0.18231","-0.68459***","-2.08732***","0.34589","0.75634","-0.26275","0.33297***"
"","0.03288","0.03581","0.12118","0.49216","0.23541","0.35079","0.18924","0.10434","0.70423","0.51979","0.25283","0.25615","0.16326","0.59374","0.72022","0.53927","0.15243","0.10051"
"0.hv_child","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1.hv_child","-0.03124","-0.09381*","18.28007***","1.02340","1.59076***","0.19074","-0.11628","-0.64183**","-10.55851***","-1.23883","-2.21990***","-0.68875","-1.58660***","-4.82443***","-8.61991***","-6.37329***","-1.11167***","-0.32546"
"","0.06474","0.04322","0.43285","0.97680","0.39572","0.60912","0.35190","0.21786","1.22468","1.02435","0.52533","0.52967","0.28185","0.88872","1.26611","0.95229","0.24331","0.22047"
"num_child","0.00324","-0.04296**","0.38018**","1.16879***","1.09108***","-0.12331","0.25432*","-0.05330","-3.00418***","-1.57909***","-0.18991","-1.42703***","0.14234","0.04951","1.49492***","0.95461***","0.52076***","0.03904"
"","0.02534","0.01393","0.14126","0.27925","0.12976","0.20571","0.12546","0.06655","0.39196","0.29717","0.17722","0.15053","0.10222","0.32312","0.37928","0.27446","0.10395","0.07079"
"age_youngest","0.00500","0.00362","-1.11455***","-0.10844*","-0.16397***","-0.00217","0.03858*","0.01911","0.48748***","-0.00633","0.06879*","0.02872","0.10141***","0.29488***","0.72689***","0.59848***","0.08265***","0.00235"
"","0.00459","0.00249","0.02716","0.04791","0.01960","0.03150","0.01831","0.01041","0.07470","0.05459","0.02977","0.03072","0.01518","0.04935","0.07045","0.05381","0.01398","0.01139"
"0.male#0.married","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"0.male#1.married","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1.male#0.married","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1.male#1.married","-0.00025","0.14150*","-0.86682*","-4.45350**","-5.12324***","1.97004*","-1.16370*","-0.13659","4.67999**","4.59504**","-1.81602*","2.54168***","-0.29156","-0.34915","0.49908","0.29302","-0.65681","-0.08637"
"","0.10350","0.06360","0.36374","1.38327","0.57866","0.98830","0.51726","0.33624","1.76326","1.43511","0.78121","0.67033","0.36330","1.47201","1.89748","1.35492","0.43955","0.22724"
"0.male#0.hv_child","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"0.male#1.hv_child","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1.male#0.hv_child","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1.male#1.hv_child","0.08915","0.16855*","-8.85622***","-0.62421","0.74273","-1.87080","0.00923","0.49463","5.84836**","1.45508","1.71047","1.33058","0.15282","1.19940","3.37437","1.73019","-0.03448","0.09414"
"","0.14692","0.07291","0.69450","1.73966","0.77053","1.11247","0.63822","0.36584","2.09406","1.83598","0.91666","0.92251","0.44941","1.61961","1.98632","1.45822","0.42051","0.32036"
"0.male#c.num_child","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1.male#c.num_child","-0.00570","0.02560","-0.32261","-1.00420***","-0.98573***","0.26715","-0.25324*","-0.03238","1.69934***","0.42379","0.14696","1.07067***","-0.07654","0.13446","-0.39243","-0.31683","-0.00777","-0.01174"
"","0.04236","0.01519","0.17929","0.27532","0.16713","0.15829","0.10925","0.05507","0.35779","0.25722","0.14823","0.19998","0.13878","0.25521","0.33778","0.27561","0.10931","0.07487"
"0.male#c.age_youngest","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"1.male#c.age_youngest","-0.00324","-0.00916","0.58204***","0.03425","0.03228","0.05676","-0.03745","-0.01734","-0.41781**","-0.21946*","0.02943","-0.13589*","-0.02560","-0.06628","-0.18609","-0.09968","0.00418","-0.00264"
"","0.01024","0.00493","0.04193","0.09785","0.03827","0.06652","0.03674","0.02021","0.13314","0.10918","0.05573","0.05758","0.02737","0.09956","0.12340","0.08974","0.02696","0.01684"
"_cons","0.27418","0.20930","-0.84820","-0.14344","-1.76347","-5.50528**","6.21871***","0.90661","127.34084***","6.86916*","15.84278***","68.36623***","20.65095***","15.61172***","41.16732***","30.91712***","4.86172***","0.22322"
"","0.17255","0.13225","0.75400","2.52017","1.01396","2.00829","1.07020","0.59803","3.85143","2.85061","1.36503","1.38162","0.96832","3.33259","4.21243","3.23500","0.87289","0.51016"
"N","143474","143474","143474","143474","143474","143474","143474","143474","143474","143474","143474","143474","143474","143474","143474","143474","143474","143474"
