TUCASEID,TULINENO,TURRP,TESEX,TERRP,TEAGE,TXSEX,TXRRP,TXAGE
20040112033483,1,19,2,19,22,0,0,0
20040112033487,1,18,2,18,53,0,0,0
20040112033487,2,20,1,20,53,0,0,0
20040112033487,3,22,1,22,25,0,0,0
20040112033488,1,18,1,18,31,0,0,0
20040112033488,2,24,2,24,56,0,0,0
20040112033488,3,24,1,24,55,0,0,0
20040112033490,1,18,2,18,58,0,0,0
20040112033490,2,20,1,20,59,0,0,0
20040112033492,1,18,1,18,33,0,0,0
20040112033492,2,20,2,20,33,0,0,0
20040112033492,3,22,1,22,6,0,0,0
20040112033492,4,26,2,26,14,0,0,0
20040112033492,5,26,2,26,11,0,0,0
20040112033494,1,19,2,19,61,0,0,0
20040112033495,1,18,2,18,37,0,0,0
20040112033495,2,20,1,20,37,0,0,0
20040112033495,3,22,2,22,11,0,0,0
20040112033495,4,22,1,22,8,0,0,0
20040112033498,1,19,1,19,23,0,0,0
20040112033498,2,28,1,28,28,0,0,0
20040112033500,1,19,2,19,62,0,0,0
20040112033506,1,18,2,18,22,0,0,0
20040112033506,2,22,1,22,1,0,0,0
20040112033506,3,22,1,22,5,0,0,0
20040112033506,4,24,2,24,38,0,0,0
20040112033506,5,25,1,25,16,0,0,0
20040112033506,6,30,1,30,38,0,0,0
20040112033507,1,18,1,18,33,0,0,0
20040112033507,2,20,2,20,42,0,0,0
20040112033508,1,18,2,18,55,0,0,0
20040112033508,2,22,2,22,25,0,0,0
20040112033509,1,18,2,18,34,0,0,0
20040112033509,2,20,1,20,39,0,0,0
20040112033509,3,22,1,22,7,0,0,0
20040112033509,4,22,1,22,4,0,0,0
20040112033514,1,18,1,18,72,0,0,0
20040112033514,2,20,2,20,70,0,0,0
20040112033516,1,18,2,18,75,0,0,0
20040112033516,2,20,1,20,77,0,0,0
20040112033519,1,18,2,18,47,0,0,0
20040112033519,2,20,1,20,52,0,0,0
20040112033521,1,18,1,18,51,0,0,0
20040112033521,2,20,2,20,42,0,0,0
20040112033521,3,22,1,22,10,0,0,0
20040112033521,4,22,2,22,7,0,0,0
20040112033521,5,22,2,22,6,0,0,0
20040112033522,1,18,1,18,43,0,0,0
20040112033522,2,20,2,20,45,0,0,0
20040112033522,3,22,1,22,13,0,0,0
20040112033522,4,22,2,22,10,0,0,0
20040112033522,5,24,2,24,75,0,0,0
20040112033523,1,18,1,18,29,0,0,0
20040112033523,2,20,2,20,29,0,0,0
20040112033523,3,22,2,22,0,0,0,0
20040112033528,1,18,1,18,52,0,0,0
20040112033528,2,20,2,20,55,0,0,0
20040112033529,1,18,2,18,71,0,0,0
20040112033529,2,20,1,20,72,0,0,0
20040112033530,1,18,1,18,19,0,0,0
20040112033530,2,24,1,24,53,0,0,0
20040112033530,3,24,2,24,45,0,0,0
20040112033530,4,25,1,25,20,0,0,0
20040112033532,1,18,1,18,44,0,0,0
20040112033532,2,20,2,20,35,0,0,0
20040112033532,3,22,1,22,4,0,0,0
20040112033532,4,22,2,22,2,0,0,0
20040112033539,1,18,2,18,54,0,0,0
20040112033539,2,20,1,20,54,0,0,0
20040112033544,1,18,1,18,43,0,0,0
20040112033544,2,24,2,26,34,0,10,0
20040112033544,3,25,2,25,36,0,0,0
20040112033544,4,25,2,25,14,0,0,0
20040112033544,5,25,1,25,12,0,0,0
20040112033544,6,25,1,25,7,0,0,0
20040112033544,7,25,2,25,4,0,0,0
20040112033544,8,26,1,26,17,0,0,0
20040112033544,9,40,2,40,12,0,0,0
20040112033545,1,19,2,19,53,0,0,0
20040112033546,1,18,1,18,65,0,0,0
20040112033546,2,20,2,20,62,0,0,0
20040112033552,1,19,2,19,22,0,0,0
20040112033554,1,18,2,18,45,0,0,0
20040112033554,2,21,1,21,47,0,0,0
20040112033555,1,19,2,19,80,0,0,60
20040112033556,1,19,2,19,57,0,0,0
20040112033560,1,18,2,18,55,0,0,0
20040112033560,2,20,1,20,55,0,0,0
20040112033562,1,18,2,18,43,0,0,0
20040112033562,2,20,1,20,64,0,0,0
20040112033563,1,18,1,18,16,0,0,0
20040112033563,2,24,1,24,37,0,0,0
20040112033563,3,24,2,24,43,0,0,0
20040112033563,4,25,1,25,22,0,0,0
20040112033563,5,25,2,25,3,0,0,0
20040112033563,6,30,2,30,19,0,0,0
20040112033567,1,18,2,18,77,0,0,0
20040112033567,2,21,1,21,78,0,0,0
20040112033567,3,28,1,28,47,0,0,0
20040112033573,1,18,1,18,71,0,0,0
20040112033573,2,20,2,20,69,0,0,0
20040112033575,1,19,2,19,51,0,0,0
20040112033575,3,22,2,22,25,0,0,0
20040112033575,4,23,1,23,0,0,0,0
20040112033577,1,18,2,18,58,0,0,0
20040112033577,2,20,1,20,61,0,0,0
20040112033577,3,23,1,23,18,0,0,0
20040112033579,1,18,1,18,34,0,0,0
20040112033579,2,24,2,24,59,0,0,0
20040112033579,3,24,1,24,65,0,0,0
20040112033579,4,22,1,22,5,0,0,0
20040112033580,1,18,1,18,31,0,0,0
20040112033580,2,20,2,20,33,0,0,0
20040112033580,3,22,2,22,1,0,0,0
20040112033581,1,19,2,19,80,0,0,0
20040112033586,1,18,1,18,30,0,0,0
20040112033586,2,20,2,20,35,0,0,0
20040112033586,3,22,1,22,12,0,0,0
20040112033586,4,22,2,22,10,0,0,0
20040112033586,5,22,1,22,8,0,0,0
20040112033586,6,22,1,22,6,0,0,0
20040112033586,7,22,1,22,4,0,0,0
20040112033586,8,22,2,22,2,0,0,0
20040112033592,1,18,1,18,44,0,0,0
20040112033592,2,20,2,20,39,0,0,0
20040112033592,3,22,2,22,16,0,0,0
20040112033592,4,22,2,22,13,0,0,0
20040112033592,5,22,1,22,9,0,0,0
20040112033595,1,18,1,18,17,0,0,0
20040112033595,2,24,2,24,55,0,0,0
20040112033595,3,25,1,25,14,0,0,0
20040112033596,1,18,2,18,80,0,0,60
20040112033596,2,20,1,20,72,0,0,0
20040112033603,1,18,1,18,57,0,0,0
20040112033603,2,20,2,20,48,0,0,0
20040112033606,1,18,2,18,37,0,0,0
20040112033606,2,20,1,20,37,0,0,0
20040112033606,3,22,1,22,7,0,0,0
20040112033606,4,22,2,22,6,0,0,0
20040112033608,1,18,1,18,17,0,0,0
20040112033608,2,24,1,24,51,0,0,0
20040112033608,3,24,2,24,49,0,0,0
20040112033608,4,25,2,25,20,0,0,0
20040112033610,1,19,2,19,68,0,0,0
20040112033611,1,18,1,18,45,0,0,0
20040112033611,2,20,2,20,52,0,0,0
20040112033613,1,18,1,18,41,0,0,0
20040112033613,2,20,2,20,37,0,0,0
20040112033613,3,22,2,22,8,0,0,0
20040112033614,1,18,2,18,40,0,0,0
20040112033614,2,20,1,20,46,0,0,0
20040112033614,3,22,1,22,15,0,0,0
20040112033614,4,22,1,22,12,0,0,0
20040112033616,1,18,1,18,24,0,0,0
20040112033616,2,22,1,22,10,0,0,0
20040112033616,3,24,1,24,53,0,0,0
20040112033616,4,24,2,24,53,0,0,0
20040112033623,1,18,1,18,34,0,0,0
20040112033623,2,20,2,20,34,0,0,0
20040112033623,3,22,1,22,7,0,0,0
20040112033623,4,22,1,22,5,0,0,0
20040112033623,5,22,1,22,3,0,0,0
20040112033624,1,18,2,18,47,0,0,0
20040112033624,2,20,1,20,48,0,0,0
20040112033624,3,22,1,22,13,0,0,0
20040112033627,1,18,1,18,49,0,0,0
20040112033627,2,20,2,20,46,0,0,0
20040112033627,3,22,1,22,18,0,0,0
20040112033627,4,22,1,22,15,0,0,0
20040112033627,5,22,2,22,12,0,0,0
20040112033632,1,18,1,18,39,0,0,0
20040112033632,2,20,2,20,40,0,0,0
20040112033632,4,22,2,22,13,0,0,0
20040112033633,1,18,1,18,15,0,0,0
20040112033633,2,24,2,24,52,0,0,0
20040112033634,1,19,2,19,72,0,0,0
20040112033635,1,18,1,18,41,0,0,0
20040112033635,2,20,2,20,42,0,0,0
20040112033635,3,22,2,22,11,0,0,0
20040112033635,4,22,2,22,4,0,0,0
20040112033637,1,18,1,18,55,0,0,0
20040112033637,2,20,2,20,50,0,0,0
20040112033638,1,18,2,18,44,0,0,0
20040112033638,3,22,2,22,12,0,0,0
20040112033638,4,22,2,22,9,0,0,0
20040112033639,1,18,2,18,37,0,0,0
20040112033639,2,22,2,22,12,0,0,0
20040112033639,3,22,1,22,8,0,0,0
20040112033640,1,18,2,18,38,0,0,0
20040112033640,2,20,1,20,34,0,0,0
20040112033640,3,22,1,22,10,0,0,0
20040112033640,4,22,1,22,4,0,0,0
20040112033640,5,22,1,22,2,0,0,0
20040112033640,6,22,1,22,1,0,0,0
20040112033641,1,18,1,18,15,0,0,0
20040112033641,2,28,1,28,22,0,0,0
20040112033641,3,24,2,24,38,0,0,0
20040112033645,1,18,2,18,53,0,0,0
20040112033645,2,20,1,20,54,0,0,0
20040112033648,1,18,1,18,15,0,0,0
20040112033648,2,30,1,30,46,0,0,0
20040112033648,3,24,2,24,41,0,0,0
20040112033650,1,18,1,18,15,0,0,0
20040112033650,2,24,2,24,42,0,0,0
20040112033650,3,24,1,24,46,0,0,0
20040112033650,4,25,1,25,12,0,0,0
20040112033650,5,25,1,25,9,0,0,0
20040112033653,1,19,2,19,74,0,0,0
20040112033655,1,18,1,18,17,0,0,0
20040112033655,2,24,1,24,52,0,0,0
20040112033655,3,24,2,24,49,0,0,0
20040112033655,4,25,2,25,18,0,0,0
20040112033659,1,18,2,18,19,0,0,0
20040112033659,2,24,1,24,44,0,0,0
20040112033659,3,24,2,24,43,0,0,0
20040112033659,4,25,2,25,16,0,0,0
20040112033659,5,25,2,25,14,0,0,0
20040112033659,6,25,2,25,2,0,0,0
20040112033662,1,18,2,18,58,0,0,0
20040112033662,2,20,1,20,57,0,0,0
20040112033662,3,22,2,22,19,0,0,0
20040112033663,1,18,1,18,52,0,0,0
20040112033663,2,20,2,20,51,0,0,0
20040112033663,3,22,1,22,12,0,0,0
20040112033663,4,22,1,22,11,0,0,0
20040201040008,1,18,2,18,32,0,0,0
20040201040008,2,20,1,20,30,0,0,0
20040201040008,3,22,1,22,11,0,0,0
20040201040008,4,22,2,22,9,0,0,0
20040201040008,5,22,2,22,5,0,0,0
20040201040016,1,19,2,19,51,0,0,0
20040201040020,1,18,2,18,39,0,0,0
20040201040020,2,20,1,20,41,0,0,0
20040201040020,3,22,1,22,12,0,0,0
20040201040020,4,22,2,22,3,0,0,0
20040201040026,1,18,1,18,35,0,0,0
20040201040026,2,20,2,20,36,0,0,0
20040201040026,3,22,2,22,10,0,0,0
20040201040026,4,22,2,22,1,0,0,0
20040201040028,1,18,2,18,67,0,0,0
20040201040028,2,23,1,23,16,0,0,0
20040201040028,3,23,2,23,15,0,0,0
20040201040028,4,23,2,23,15,0,0,0
20040201040035,1,19,2,19,72,0,0,0
20040201040039,1,19,1,19,80,0,0,0
20040201040040,1,18,2,18,26,0,0,0
20040201040040,2,22,1,22,5,0,0,0
20040201040042,1,18,2,18,75,0,0,0
20040201040042,2,20,1,20,77,0,0,0
20040201040043,1,18,2,18,34,0,0,0
20040201040043,2,22,2,22,11,0,0,0
20040201040043,3,22,2,22,8,0,0,0
20040201040043,4,22,2,22,8,0,0,0
20040201040045,1,18,2,18,23,0,0,0
20040201040045,2,20,1,20,30,0,0,0
20040201040045,3,22,2,22,2,0,0,0
20040201040047,1,18,2,18,31,0,0,0
20040201040047,2,22,1,22,10,0,0,0
20040201040052,1,18,2,18,24,0,0,0
20040201040052,2,22,1,22,8,0,0,0
20040201040052,3,22,1,22,4,0,0,0
20040201040053,1,19,2,19,63,0,0,0
20040201040070,1,18,2,18,35,0,0,0
20040201040070,2,22,1,22,12,0,0,0
20040201040072,1,18,2,18,25,0,0,0
20040201040072,2,22,2,22,6,0,0,0
20040201040073,1,18,1,18,34,0,0,0
20040201040073,2,20,2,20,44,0,0,0
20040201040073,3,22,2,22,13,0,0,0
20040201040073,4,40,2,40,15,0,0,0
20040201040075,1,18,2,18,54,0,0,0
20040201040076,1,18,2,18,28,0,0,0
20040201040076,2,20,1,20,30,0,0,0
20040201040076,3,22,1,22,6,0,0,0
20040201040076,4,22,1,22,4,0,0,0
20040201040076,5,22,2,22,9,0,0,0
20040201040087,1,18,2,18,16,0,0,0
20040201040087,2,30,2,30,38,0,0,0
20040201040087,3,30,1,30,35,0,0,0
20040201040087,4,21,1,21,19,0,0,0
20040201040087,5,30,1,30,12,0,0,0
20040201040089,1,18,2,18,32,0,0,0
20040201040089,2,21,1,21,28,0,0,0
20040201040089,3,22,2,22,10,0,0,0
20040201040089,4,22,1,22,8,0,0,0
20040201040089,5,40,1,40,12,0,0,0
20040201040090,1,19,1,19,57,0,0,0
20040201040093,1,18,2,18,50,0,0,0
20040201040093,2,22,2,22,23,0,0,0
20040201040102,1,18,2,18,29,0,0,0
20040201040102,2,22,1,22,7,0,0,0
20040201040116,1,19,1,19,66,0,0,0
20040201040118,1,19,1,19,60,0,0,0
20040201040120,1,18,2,18,35,0,0,0
20040201040120,2,22,2,22,5,0,0,0
20040201040122,1,18,2,18,68,0,0,0
20040201040122,2,20,1,20,78,0,0,0
20040201040123,1,18,2,18,18,0,0,0
20040201040123,2,21,1,21,20,0,0,0
20040201040123,3,22,2,22,0,0,0,0
20040201040127,1,19,1,19,52,0,0,0
20040201040133,1,18,1,18,35,0,0,0
20040201040133,2,24,2,24,56,0,0,0
20040201040134,1,18,2,18,22,0,0,0
20040201040134,2,26,1,26,34,0,0,0
20040201040134,3,20,1,20,37,0,0,0
20040201040134,5,22,1,22,0,0,0,0
20040201040138,1,18,2,18,48,0,0,0
20040201040138,2,22,2,22,16,0,0,0
20040201040138,3,25,2,25,44,0,0,0
20040201040139,1,18,1,18,46,0,0,0
20040201040139,2,20,2,20,52,0,0,0
20040201040142,1,18,1,18,16,0,0,0
20040201040142,2,24,1,24,49,0,0,0
20040201040142,3,24,2,24,42,0,0,0
20040201040142,4,25,1,25,18,0,0,0
20040201040142,5,25,1,25,20,0,0,0
20040201040142,6,25,2,25,14,0,0,0
20040201040142,7,25,1,25,6,0,0,0
20040201040144,1,18,2,18,32,0,0,0
20040201040144,2,22,1,22,13,0,0,0
20040201040144,3,22,2,22,12,0,0,0
20040201040144,4,22,2,22,10,0,0,0
20040201040144,5,22,1,22,9,0,0,0
20040201040144,6,22,1,22,6,0,0,0
20040201040144,7,22,2,22,4,0,0,0
20040201040506,1,18,1,18,55,0,0,0
20040201040506,2,20,2,20,54,0,0,0
20040201040508,1,18,2,18,57,0,0,0
20040201040508,2,20,1,20,73,0,0,0
20040201040512,1,19,2,19,80,0,0,60
20040201040515,1,19,1,19,73,0,0,0
20040201040520,1,18,1,18,62,0,0,0
20040201040520,2,20,2,20,53,0,0,0
20040201040520,3,22,2,22,11,0,0,0
20040201040520,4,22,1,22,7,0,0,0
20040201040522,1,18,1,18,47,0,0,0
20040201040522,2,22,2,22,3,0,0,0
20040201040524,1,18,1,18,27,0,0,0
20040201040524,2,24,2,24,55,0,0,0
20040201040527,1,18,1,18,51,0,0,0
20040201040527,2,20,2,20,41,0,0,0
20040201040527,3,22,2,22,6,0,0,0
20040201040530,1,18,2,18,22,0,0,0
20040201040530,2,20,1,20,22,0,0,0
20040201040530,3,22,2,22,0,0,0,0
20040201040531,1,18,1,18,43,0,0,0
20040201040531,2,22,2,22,15,0,0,0
20040201040531,3,22,1,22,18,0,0,0
20040201040531,5,24,2,24,62,0,0,0
20040201040532,1,18,2,18,80,0,0,60
20040201040532,2,22,1,22,52,0,0,0
20040201040535,1,18,2,18,48,0,0,0
20040201040535,2,20,1,20,49,0,0,0
20040201040536,1,18,1,18,33,0,0,0
20040201040536,2,20,2,20,33,0,0,0
20040201040536,3,22,2,22,5,0,0,0
20040201040539,1,18,2,18,51,0,0,0
20040201040539,2,20,1,20,51,0,0,0
20040201040539,3,22,1,22,21,0,0,0
20040201040546,1,18,1,18,38,0,0,0
20040201040546,2,20,2,20,44,0,0,0
20040201040546,3,22,2,22,17,0,0,0
20040201040546,5,22,2,22,11,0,0,0
20040201040546,6,22,2,22,8,0,0,0
20040201040548,1,19,1,19,39,0,0,0
20040201040549,1,18,1,18,39,0,0,0
20040201040549,2,20,2,20,37,0,0,0
20040201040549,3,22,2,22,13,0,0,0
20040201040549,4,22,2,22,6,0,0,0
20040201040551,1,18,1,18,48,0,0,0
20040201040551,2,20,2,20,44,0,0,0
20040201040551,3,22,1,22,20,0,0,0
20040201040552,1,18,1,18,51,0,0,0
20040201040552,2,20,2,20,52,0,0,0
20040201040552,5,26,2,26,16,0,0,0
20040201040554,1,19,1,19,31,0,0,0
20040201040554,2,28,2,28,26,0,0,0
20040201040557,1,18,1,18,31,0,0,0
20040201040557,2,25,2,25,29,0,0,0
20040201040557,3,25,2,25,23,0,0,0
20040201040557,4,26,1,26,5,0,0,0
20040201040557,5,26,1,26,2,0,0,0
20040201040562,1,18,1,18,22,0,0,0
20040201040562,2,26,1,26,18,0,0,0
20040201040562,3,21,2,21,19,0,0,0
20040201040566,1,18,1,18,75,0,0,0
20040201040566,2,20,2,20,71,0,0,0
20040201040569,1,18,2,18,44,0,0,0
20040201040569,2,20,1,20,40,0,0,0
20040201040569,3,22,2,22,3,0,0,0
20040201040569,4,22,2,22,2,0,0,0
20040201040572,1,19,2,19,53,0,0,0
20040201040573,1,18,2,18,58,0,0,0
20040201040573,2,20,1,20,61,0,0,0
20040201040575,1,18,2,18,37,0,0,0
20040201040575,2,20,1,20,38,0,0,0
20040201040575,3,22,1,22,17,0,0,0
20040201040575,4,22,1,22,15,0,0,0
20040201040575,5,22,1,22,13,0,0,0
20040201040577,1,18,2,18,62,0,0,0
20040201040577,3,24,1,24,80,0,0,60
20040201040577,4,24,2,24,80,0,0,60
20040201040579,1,18,1,18,43,0,0,0
20040201040579,2,20,2,20,52,0,0,0
20040201040580,1,18,1,18,56,0,0,0
20040201040580,2,20,2,20,48,0,0,0
20040201040580,3,22,1,22,15,0,0,0
20040201040582,1,18,1,18,26,0,0,0
20040201040582,2,20,2,20,37,0,0,0
20040201040588,1,18,1,18,58,0,0,0
20040201040588,2,20,2,20,54,0,0,0
20040201040592,1,18,2,18,19,0,0,0
20040201040592,2,24,2,24,50,0,0,0
20040201040593,1,18,2,18,17,0,0,0
20040201040593,2,24,1,24,43,0,0,0
20040201040593,3,24,2,24,41,0,0,0
20040201040593,4,25,1,25,12,0,0,0
20040201040596,1,18,1,18,57,0,0,0
20040201040596,2,20,2,20,57,0,0,0
20040201040597,1,19,1,19,44,0,0,0
20040201040598,1,18,2,18,66,0,0,0
20040201040598,2,20,1,20,66,0,0,0
20040201040602,1,18,1,18,74,0,0,0
20040201040602,2,20,2,20,65,0,0,0
20040201040605,1,18,1,18,48,0,0,0
20040201040605,2,20,2,20,50,0,0,0
20040201040607,1,18,1,18,20,0,0,0
20040201040607,2,24,1,24,51,0,0,0
20040201040607,3,24,2,24,51,0,0,0
20040201040607,4,25,2,25,18,0,0,0
20040201040607,5,25,1,25,14,0,0,0
20040201040608,1,18,1,18,60,0,0,0
20040201040608,2,20,2,20,57,0,0,0
20040201040610,1,18,1,18,37,0,0,0
20040201040610,2,20,2,20,35,0,0,0
20040201040615,1,18,2,18,36,0,0,0
20040201040615,2,20,1,20,37,0,0,0
20040201040615,3,22,1,22,15,0,0,0
20040201040616,1,18,1,18,15,0,0,0
20040201040616,2,26,1,26,63,0,0,0
20040201040616,3,26,2,26,61,0,0,0
20040201040616,4,24,2,24,40,0,0,0
20040201040616,5,25,2,25,13,0,0,0
20040201040619,1,18,1,18,55,0,0,0
20040201040619,2,20,2,20,50,0,0,0
20040201040624,1,18,2,18,39,0,0,0
20040201040624,2,22,2,24,66,0,10,0
20040201040624,4,22,2,22,19,0,0,0
20040201040624,5,22,2,22,10,0,0,0
20040201040625,1,18,1,18,15,0,0,0
20040201040625,2,24,1,24,45,0,0,0
20040201040625,3,24,2,24,45,0,0,0
20040201040625,4,25,2,25,16,0,0,0
20040201040625,5,25,2,25,10,0,0,0
20040201040626,1,18,1,18,30,0,0,0
20040201040627,1,18,1,18,42,0,0,0
20040201040627,2,24,2,24,67,0,0,0
20040201040628,1,19,1,19,45,0,0,0
20040201040628,2,22,2,22,21,0,0,0
20040201040632,1,18,2,18,62,0,0,0
20040201040632,2,20,1,20,64,0,0,0
20040201040634,1,18,2,18,34,0,0,0
20040201040634,2,20,1,20,40,0,0,0
20040201040634,3,22,1,22,6,0,0,0
20040201040634,4,22,1,22,3,0,0,0
20040201040634,5,22,1,22,3,0,0,0
20040201040635,1,18,2,18,44,0,0,0
20040201040635,2,20,1,20,46,0,0,0
20040201040635,3,22,2,22,12,0,0,0
20040201040641,1,18,2,18,49,0,0,0
20040201040641,2,22,1,22,17,0,0,0
20040201040645,1,19,2,19,80,0,0,60
20040201040646,1,18,1,18,44,0,0,0
20040201040646,2,22,2,22,8,0,0,0
20040201040647,1,18,2,18,36,0,0,0
20040201040647,2,20,1,20,35,0,0,0
20040201040647,3,22,2,22,10,0,0,0
20040201040647,4,22,1,22,7,0,0,0
20040201040647,5,22,2,22,5,0,0,0
20040201040651,1,18,2,18,37,0,0,0
20040201040651,2,22,1,22,18,0,0,0
20040201040651,3,22,1,22,14,0,0,0
20040201040651,4,22,1,22,11,0,0,0
20040201040651,6,20,1,20,42,0,0,0
20040201040655,1,18,1,18,70,0,0,0
20040201040655,2,20,2,20,60,0,0,0
20040201040659,1,18,2,18,60,0,0,0
20040201040659,2,23,2,23,10,0,0,0
20040201040659,3,23,1,23,10,0,0,0
20040201040662,1,18,1,18,65,0,0,0
20040201040662,2,22,2,22,34,0,0,0
20040201040662,3,20,2,20,50,0,0,0
20040201040662,4,23,2,23,11,0,0,0
20040201040662,5,23,1,23,11,0,0,0
20040201040664,1,18,2,18,36,0,0,0
20040201040664,2,20,1,20,47,0,0,0
20040201040664,3,22,1,22,14,0,0,0
20040201040664,4,22,1,22,11,0,0,0
20040201040669,1,19,2,19,35,0,0,0
20040201040670,1,19,2,19,47,0,0,0
20040201040674,1,18,2,18,51,0,0,0
20040201040674,2,21,1,21,37,0,0,0
20040201040677,1,18,2,18,40,0,0,0
20040201040677,2,22,2,22,14,0,0,0
20040201040677,3,22,1,22,10,0,0,0
20040201040686,1,18,1,18,52,0,0,0
20040201040686,2,20,2,20,48,0,0,0
20040201040687,1,18,2,18,51,0,0,0
20040201040687,2,25,2,25,50,0,0,0
20040201040688,1,18,1,18,32,0,0,0
20040201040688,2,20,2,20,30,0,0,0
20040201040688,3,22,2,22,1,0,0,0
20040201040688,4,24,2,24,54,0,0,0
20040201040688,5,24,1,24,53,0,0,0
20040201040688,6,25,2,25,26,0,0,0
20040201040688,7,25,1,25,21,0,0,0
20040201040689,1,18,2,18,31,0,0,0
20040201040689,2,20,1,20,34,0,0,0
20040201040689,3,22,2,22,1,0,0,0
20040201040691,1,18,1,18,52,0,0,0
20040201040691,2,20,2,20,52,0,0,0
20040201040691,3,22,1,22,21,0,0,0
20040201040693,1,18,2,18,32,0,0,0
20040201040693,2,24,2,24,57,0,0,0
20040201040693,3,25,1,25,14,23,0,0
20040201040693,4,22,2,22,3,0,0,0
20040201040696,1,18,2,18,30,0,0,0
20040201040696,2,20,1,20,32,0,0,0
20040201040697,1,19,1,19,52,0,0,0
20040201040699,1,18,1,18,45,0,0,0
20040201040699,2,20,2,20,48,0,0,0
20040201040706,1,18,2,18,42,0,0,0
20040201040706,2,20,1,20,46,0,0,0
20040201040706,3,22,2,22,7,0,0,0
20040201040706,4,22,2,22,4,0,0,0
20040201040708,1,19,1,19,74,0,0,0
20040201040709,1,18,2,18,35,0,0,0
20040201040709,2,20,1,20,43,0,0,0
20040201040709,3,22,1,22,8,0,0,0
20040201040709,4,22,2,22,10,0,0,0
20040201040714,1,19,1,19,80,0,0,60
20040201040714,2,29,2,29,21,0,0,0
20040201040723,1,18,2,18,34,0,0,0
20040201040723,2,20,1,20,44,0,0,0
20040201040723,3,22,2,22,5,0,0,0
20040201040723,4,22,1,22,4,0,0,0
20040201040724,1,18,2,18,31,0,0,0
20040201040724,2,20,1,20,33,0,0,0
20040201040724,3,22,1,22,8,0,0,0
20040201040724,4,22,2,22,6,0,0,0
20040201040724,5,22,2,22,2,0,0,0
20040201040731,1,18,1,18,45,0,0,0
20040201040731,2,20,2,20,46,0,0,0
20040201040731,3,22,1,22,21,0,0,0
20040201040731,5,22,1,22,12,0,0,0
20040201040731,7,24,2,24,60,0,0,0
20040201040732,1,19,1,19,43,0,0,0
20040201040732,2,40,2,40,12,0,0,0
20040201040732,3,40,1,40,10,0,0,0
20040201040733,1,18,1,18,54,0,0,0
20040201040733,2,20,2,20,48,0,0,0
20040201040733,3,22,1,22,17,0,0,0
20040201040733,4,22,1,22,11,0,0,0
20040201040735,1,19,1,19,50,0,0,0
20040201040735,2,28,2,28,52,0,0,0
20040201040736,1,18,2,18,60,0,0,0
20040201040736,2,20,1,20,61,0,0,0
20040201040739,1,18,2,18,26,0,0,0
20040201040739,2,20,1,20,28,0,0,0
20040201040739,3,22,1,22,8,0,0,0
20040201040739,4,22,1,22,5,0,0,0
20040201040741,1,18,2,18,51,0,0,0
20040201040741,2,22,2,22,13,0,0,0
20040201040741,3,22,1,22,8,0,0,0
20040201040744,1,18,2,18,49,0,0,0
20040201040744,2,21,1,21,52,0,0,0
20040201040744,3,22,2,22,17,0,0,0
20040201040744,4,22,2,22,18,0,0,0
20040201040744,5,22,1,22,15,0,0,0
20040201040745,1,18,2,18,37,0,0,0
20040201040745,2,20,1,20,38,0,0,0
20040201040745,3,22,1,22,4,0,0,0
20040201040745,4,22,1,22,2,0,0,0
20040201040746,1,19,1,19,41,0,0,0
20040201040746,2,20,2,20,43,0,0,0
20040201040746,3,22,1,22,14,0,0,0
20040201040746,4,22,1,22,10,0,0,0
20040201040746,5,22,1,22,5,0,0,0
20040201040751,1,18,2,18,53,0,0,0
20040201040751,2,22,1,22,15,0,0,0
20040201040752,1,18,2,18,26,0,0,0
20040201040752,2,20,1,20,26,0,0,0
20040201040761,1,19,1,19,35,0,0,0
20040201040761,2,20,2,20,32,0,0,0
20040201040766,1,18,2,18,37,0,0,0
20040201040766,2,20,1,20,38,0,0,0
20040201040766,3,22,1,22,8,0,0,0
20040201040766,4,22,2,22,6,0,0,0
20040201040768,1,19,1,19,44,0,0,0
20040201040770,1,18,2,18,75,0,0,0
20040201040770,2,20,1,20,80,0,0,60
20040201040773,1,18,2,18,32,0,0,0
20040201040773,2,20,1,20,34,0,0,0
20040201040773,3,22,2,22,4,0,0,0
20040201040773,4,22,1,22,2,0,0,0
20040201040775,1,18,1,18,44,0,0,0
20040201040775,2,20,2,20,29,0,0,0
20040201040775,3,22,2,22,3,0,0,0
20040201040775,4,22,2,22,1,0,0,0
20040201040777,1,18,2,18,54,0,0,0
20040201040777,2,20,1,20,54,0,0,0
20040201040777,3,22,2,22,30,0,0,0
20040201040778,1,18,2,18,44,0,0,0
20040201040778,2,20,1,20,47,0,0,0
20040201040778,3,22,1,22,7,0,0,0
20040201040779,1,18,1,18,80,0,0,60
20040201040779,2,20,2,20,80,0,0,60
20040201040784,1,19,2,19,54,0,0,0
20040201040788,1,18,1,18,35,0,0,0
20040201040788,2,24,1,24,52,0,0,0
20040201040788,3,24,2,24,52,0,0,0
20040201040789,1,18,1,18,17,0,0,0
20040201040789,2,24,1,24,52,0,0,0
20040201040789,3,24,2,24,52,0,0,0
20040201040790,1,18,2,18,56,0,0,0
20040201040790,2,20,1,20,56,0,0,0
20040201040791,1,18,2,18,40,0,0,0
20040201040791,2,20,1,20,43,0,0,0
20040201040791,3,22,2,22,12,0,0,0
20040201040792,1,18,2,18,33,0,0,0
20040201040792,2,24,2,24,72,0,0,0
20040201040793,1,18,2,18,41,0,0,0
20040201040793,2,22,2,22,5,0,0,0
