1/1/03,224449,290107933,14.87834848
1/1/04,227128,,
1/1/05,230400,,
1/1/06,234732,,
1/1/07,236610,,
1/1/08,234039,,
1/1/09,221573,,
1/1/10,222053,,
1/1/11,226014,,
1/1/12,230328,,
1/1/13,233870,,
1/1/14,238609,,
1/1/15,243112,,
1/1/16,246571,,
1/1/17,249931,,
1/1/18,254585,,
1/1/19,257645,,
1/1/20,244626,,
